"VerseID","BookName","BookNumber",Chapter,Verse,Text
9427,列王紀上,11,20,18,他說：「他們若為講和出來，要活捉他們；若為打仗出來，也要活捉他們。」
9428,列王紀上,11,20,19,跟從省長的少年人出城，軍兵跟隨他們；
9429,列王紀上,11,20,20,各人遇見敵人就殺。敘利亞人逃跑，以色列人追趕他們；敘利亞王便‧哈達騎著馬和馬兵一同逃跑。
9430,列王紀上,11,20,21,以色列王出城攻打車馬，大大擊殺敘利亞人。
9431,列王紀上,11,20,22,那先知來見以色列王，對他說：「你當自強，留心怎樣防備；因為到明年這時候，敘利亞王必上來攻擊你。」
9432,列王紀上,11,20,23,敘利亞王的臣僕對敘利亞王說：「以色列人的眾神是眾山神，所以他們勝過我們；但在平原與他們打仗，我們必定得勝。
9433,列王紀上,11,20,24,王當這樣行：把諸王革去，派軍長代替他們，
9434,列王紀上,11,20,25,又照著王喪失軍兵之數，再招募一軍，馬補馬，車補車，我們在平原與他們打仗，必定得勝。」王便聽臣僕的話去行。
9435,列王紀上,11,20,26,次年，便‧哈達果然點齊敘利亞人上亞弗去，要與以色列人打仗。
9436,列王紀上,11,20,27,以色列人也數點軍兵，盡都齊集，迎著敘利亞人出去，對著他們安營，好像兩小群山羊羔；敘利亞人卻滿了地面。
9437,列王紀上,11,20,28,有上帝的人來見以色列王，說：「耶和華如此說：『敘利亞人既說我─耶和華是眾山的上帝，不是谷地的上帝，所以我必將這一大群人都交在你手中，你們就知道我是耶和華。』」
9438,列王紀上,11,20,29,以色列人與敘利亞人相對安營七日，到第七天兩軍交戰；那一日以色列人殺了敘利亞人步兵十萬，
9439,列王紀上,11,20,30,其餘的逃入亞弗城；城牆塌倒，壓死剩下的二萬七千人。便‧哈達也逃入城，藏在嚴密的屋子裏。
9440,列王紀上,11,20,31,他的臣僕對他說：「看哪，我們聽說以色列王都是仁慈的王，現在我們不如腰束麻布，頭套繩索，出去投降以色列王，或者他存留王的性命。」
9441,列王紀上,11,20,32,於是他們腰束麻布，頭套繩索，去見以色列王，說：「王的僕人便‧哈達說，求王存留我的性命。」亞哈說：「他還活著嗎？他是我的兄弟。」
9442,列王紀上,11,20,33,這些人留心探出他的口氣來，便急忙就著他的話說：「便‧哈達是王的兄弟！」王說：「你們去請他來。」便‧哈達出來見王，王就請他上車。
9443,列王紀上,11,20,34,便‧哈達對王說：「我父從你父那裏所奪的城邑，我必歸還。你可以在大馬士革立街道，像我父在撒瑪利亞所立的一樣。」亞哈說：「我照此立約，放你回去」，就與他立約，放他去了。
9444,列王紀上,11,20,35,有先知的一個門徒奉耶和華的命對他的鄰舍說：「求你打我吧！」那人不肯打他。
9445,列王紀上,11,20,36,他就對那人說：「你既不聽從耶和華的話，你一離開我，必有獅子咬死你。」那人一離開他，果然遇見獅子，把他咬死了。
9446,列王紀上,11,20,37,先知的門徒又遇見一個人，對他說：「求你打我吧！」那人就打他，將他打傷。
9447,列王紀上,11,20,38,他就去了，用灰塵蒙臉，改換面目，在路旁等候王。
9448,列王紀上,11,20,39,王從那裏經過，他向王呼叫說：「你僕人在陣上的時候，忽然有人帶了一個人來，對我說：『你看守這人，若把他失了，你的性命必代替他的性命；不然，你必交出一他連得銀子來。』
9449,列王紀上,11,20,40,你僕人正在忙亂之間，那人就不見了。」以色列王對他說：「你自己定妥了，必照樣判斷你。」
9450,列王紀上,11,20,41,他急忙除掉蒙臉的灰塵，以色列王就認出他是一個先知。
9451,列王紀上,11,20,42,他對王說：「耶和華如此說：『因你將我定要全然滅絕的人放去，你的命就必代替他的命，你的民也必代替他的民。』」
9452,列王紀上,11,20,43,於是以色列王悶悶不樂地回到撒瑪利亞，進了他的宮。
9453,列王紀上,11,21,1,這些事以後，又有一事。耶斯列人拿伯在耶斯列有一個葡萄園，靠近撒瑪利亞王亞哈的宮。
9454,列王紀上,11,21,2,亞哈對拿伯說：「你將你的葡萄園給我作菜園，因為是靠近我的宮；我就把更好的葡萄園換給你，或是你要銀子，我就按著價值給你。」
9455,列王紀上,11,21,3,拿伯對亞哈說：「我敬畏耶和華，萬不敢將我先人留下的產業給你。」
9456,列王紀上,11,21,4,亞哈因耶斯列人拿伯說「我不敢將我先人留下的產業給你」，就悶悶不樂地回宮，躺在床上，轉臉向內，也不吃飯。
9457,列王紀上,11,21,5,王後耶洗別來問他說：「你為甚麼靈裏這樣憂悶，不吃飯呢？」
9458,列王紀上,11,21,6,他回答說：「因我向耶斯列人拿伯說：『你將你的葡萄園給我，我給你價銀，或是你願意，我就把別的葡萄園換給你』；他卻說：『我不將我的葡萄園給你。』」
9459,列王紀上,11,21,7,王後耶洗別對亞哈說：「你現在是治理以色列囯不是？只管起來，心裏暢暢快快地吃飯，我必將耶斯列人拿伯的葡萄園給你。」
9460,列王紀上,11,21,8,於是託亞哈的名寫信，用王的印印上，送給那些與拿伯同城居住的長老貴冑。
9461,列王紀上,11,21,9,信上寫著說：「你們當宣告禁食，叫拿伯坐在民間的高位上，
9462,列王紀上,11,21,10,又叫兩個人，都是彼列之子，坐在拿伯對面，作見證告他說：『你謗瀆上帝和王了』。隨後就把他拉出去用石頭打死。」
9463,列王紀上,11,21,11,那些與拿伯同城居住的長老貴冑得了耶洗別的信，就照信而行，
9464,列王紀上,11,21,12,宣告禁食，叫拿伯坐在民間的高位上。
9465,列王紀上,11,21,13,有兩個人來，都是彼列之子，坐在拿伯的對面，當著眾民作見證告他說：「拿伯謗瀆上帝和王了！」眾人就把他拉到城外，用石頭打死。
9466,列王紀上,11,21,14,於是打發人去見耶洗別，說：「拿伯被石頭打死了。」
9467,列王紀上,11,21,15,耶洗別聽見拿伯被石頭打死，就對亞哈說：「你起來得耶斯列人拿伯不肯為價銀給你的葡萄園吧！因拿伯不在，已經死了。」
9468,列王紀上,11,21,16,亞哈聽見拿伯死了，就起來，下去要得耶斯列人拿伯的葡萄園。
9469,列王紀上,11,21,17,耶和華的話臨到提斯比人以利亞說：
9470,列王紀上,11,21,18,「你起來，去見住撒瑪利亞的以色列王亞哈，他下去要得拿伯的葡萄園，現今正在那園裏。
9471,列王紀上,11,21,19,你要對他說：『耶和華如此說：你殺了人，又得他的產業嗎？』又要對他說：『耶和華如此說：狗在何處舔拿伯的血，也必在何處舔你的血。』」
9472,列王紀上,11,21,20,亞哈對以利亞說：「我仇敵啊，你找到我嗎？」他回答說：「我找到你了；因為你賣了自己，行耶和華眼中看為惡的事。
9473,列王紀上,11,21,21,耶和華說：『看哪，我必使災禍臨到你，將你的後代除盡。凡屬你對牆撒尿的人，無論困住的、剩下的，都從以色列中剪除。
9474,列王紀上,11,21,22,我必使你的家像尼八的兒子耶羅波安的家，又像亞希雅的兒子巴沙的家；因為你惹我發怒，又使以色列人陷在罪裏。』
9475,列王紀上,11,21,23,論到耶洗別，耶和華也說：『狗在耶斯列的外郭必吃耶洗別的肉。
9476,列王紀上,11,21,24,凡屬亞哈的人，死在城中的必被狗吃，死在田野的必被空中的鳥吃。』」
9477,列王紀上,11,21,25,從來沒有像亞哈的，因他自賣，行耶和華眼中看為惡的事，受了王後耶洗別的聳動；
9478,列王紀上,11,21,26,就照耶和華在以色列人面前所趕出的亞摩利人，行了最可憎惡的事，信從偶像。
9479,列王紀上,11,21,27,亞哈聽見這話，就撕裂衣服，禁食，身穿麻布，睡臥也穿著麻布，並且緩緩而行。
9480,列王紀上,11,21,28,耶和華的話臨到提斯比人以利亞說：
9481,列王紀上,11,21,29,「亞哈在我面前這樣謙卑自己，你看見了嗎？因他在我面前自己謙卑，他還在世的時候，我不降這禍；到他兒子的時候，我必降這禍與他的家。」
9482,列王紀上,11,22,1,敘利亞國和以色列國三年沒有爭戰。
9483,列王紀上,11,22,2,到第三年，猶大王約沙法下去見以色列王。
9484,列王紀上,11,22,3,以色列王對臣僕說：「你們不知道拉末‧基列是屬我們的嗎？我們豈可靜坐不動，不從敘利亞王手裏奪回來嗎？」
9485,列王紀上,11,22,4,亞哈問約沙法說：「你肯同我去攻取拉末‧基列嗎？」約沙法對以色列王說：「你我不分彼此，我的民與你的民一樣，我的馬與你的馬一樣。」
9486,列王紀上,11,22,5,約沙法對以色列王說：「請你先求問耶和華。」
9487,列王紀上,11,22,6,於是以色列王招聚先知，約有四百人，問他們說：「我上去攻取拉末‧基列可以不可以？」他們說：「可以上去，因為主必將那城交在王的手裏。」
9488,列王紀上,11,22,7,約沙法說：「這裏不是還有耶和華的先知，我們可以求問他嗎？」
9489,列王紀上,11,22,8,以色列王對約沙法說：「還有一個人，是音拉的兒子米該雅，我們可以託他求問耶和華。只是我恨他；因為他指著我所說的預言，不說吉語，單說兇言。」約沙法說：「王不必這樣說。」
9490,列王紀上,11,22,9,以色列王就召了一個官長來，說：「你快去，將音拉的兒子米該雅召來。」
9491,列王紀上,11,22,10,以色列王和猶大王約沙法在撒瑪利亞城門前的空場上，各穿朝服，坐在位上，所有的先知都在他們面前說預言。
9492,列王紀上,11,22,11,基拿拿的兒子西底家造了兩個鐵角，說：「耶和華如此說：『你要用這角牴觸敘利亞人，直到將他們滅盡。』」
9493,列王紀上,11,22,12,所有的先知也都這樣預言說：「可以上拉末‧基列去，必然得勝，因為耶和華必將那城交在王的手中。」
9494,列王紀上,11,22,13,那去召米該雅的使者對米該雅說：「如今你看，眾先知一口同音地都向王說吉言，你不如與他們說一樣的話，也說吉言。」
9495,列王紀上,11,22,14,米該雅說：「我指著永生的耶和華起誓，耶和華對我說甚麼，我就說甚麼。」
9496,列王紀上,11,22,15,米該雅到王面前，王問他說：「米該雅啊，我們上去攻取拉末‧基列可以不可以？」他回答說：「可以上去，必然得勝，耶和華必將那城交在王的手中。」
9497,列王紀上,11,22,16,王對他說：「我當囑咐你幾次，你才奉耶和華的名向我說實話呢？」
9498,列王紀上,11,22,17,米該雅說：「我看見以色列眾民散在山上，如同沒有牧人的羊群一般。耶和華說：『這民沒有主人，他們可以平平安安地各歸各家去。』」
9499,列王紀上,11,22,18,以色列王對約沙法說：「我豈沒有告訴你，這人指著我所說的預言，不說吉語單說兇言嗎？」
9500,列王紀上,11,22,19,米該雅說：「你要聽耶和華的話！我看見耶和華坐在寶座上，天上的大軍侍立在他左右。
9501,列王紀上,11,22,20,耶和華說：『誰去引誘亞哈上拉末‧基列去陣亡呢？』這個就這樣說，那個就那樣說。
9502,列王紀上,11,22,21,隨後有一個靈出來，站在耶和華面前，說：『我去引誘他。』
9503,列王紀上,11,22,22,耶和華問他說：『你用何法呢？』他說：『我去，要在他眾先知口中作謊言的靈。』耶和華說：『這樣，你必能引誘他，你去如此行吧！』
9504,列王紀上,11,22,23,看哪！現在耶和華使謊言的靈入了你這些先知的口，並且耶和華已經命定降禍與你。」
9505,列王紀上,11,22,24,基拿拿的兒子西底家前來，打米該雅的臉，說：「耶和華的靈從哪裏離開我與你說話呢？」
9506,列王紀上,11,22,25,米該雅說：「看哪，你進嚴密的屋子藏躲的那日，就必看見了。」
9507,列王紀上,11,22,26,以色列王說：「將米該雅帶回，交給邑宰亞們和王的兒子約阿施，說
9508,列王紀上,11,22,27,王如此說，把這個人下在監裏，使他受苦，吃不飽喝不足，等候我平平安安地回來。」
9509,列王紀上,11,22,28,米該雅說：「你若能平平安安地回來，那就是耶和華沒有藉我說這話了」；又說：「眾民哪，你們都要聽！」
9510,列王紀上,11,22,29,以色列王和猶大王約沙法上拉末‧基列去了。
9511,列王紀上,11,22,30,以色列王對約沙法說：「我要改裝上陣，你可以仍穿王服。」以色列王就改裝上陣。
9512,列王紀上,11,22,31,先是敘利亞王吩咐他的三十二個車兵長說：「他們的兵將，無論大小，你們都不可與他們爭戰，只要與以色列王爭戰。」
9513,列王紀上,11,22,32,車兵長看見約沙法，便說：「這必是以色列王！」就轉過去與他爭戰，約沙法便呼喊。
9514,列王紀上,11,22,33,車兵長見不是以色列王，就轉去不追他了。
9515,列王紀上,11,22,34,有一人隨便開弓，恰巧射入以色列王的甲縫裏。王對趕車的說：「我受了重傷，你轉過車來，拉我出陣吧！」
9516,列王紀上,11,22,35,那日，陣勢越戰越猛，有人扶王站在車上，抵擋敘利亞人。到晚上，王就死了，血從傷處流在車中。
9517,列王紀上,11,22,36,約在日落的時候，有號令傳遍軍中，說：「各歸本城，各歸本地吧！」
9518,列王紀上,11,22,37,王既死了，眾人將他送到撒瑪利亞，就葬在那裏；
9519,列王紀上,11,22,38,又有人把他的車洗在撒瑪利亞的池旁，他們又洗他的軍裝，狗來舔他的血，正如耶和華所說的話。
9520,列王紀上,11,22,39,亞哈其餘的事，凡他所行的和他所修造的象牙宮，並所建築的一切城邑，不都寫在以色列諸王記上嗎？
9521,列王紀上,11,22,40,亞哈與他列祖同睡。他兒子亞哈謝接續他作王。
9522,列王紀上,11,22,41,以色列王亞哈第四年，亞撒的兒子約沙法登基作了猶大王。
9523,列王紀上,11,22,42,約沙法登基的時候年三十五歲，在耶路撒冷作王二十五年。他母親名叫阿蘇巴，乃示利希的女兒。
9524,列王紀上,11,22,43,約沙法行他父親亞撒所行的道，不偏離左右，行耶和華眼中看為正的事；只是眾高邱還沒有廢去，百姓仍在那裏獻祭燒香。
9525,列王紀上,11,22,44,約沙法與以色列王和好。
9526,列王紀上,11,22,45,約沙法其餘的事和他所顯出的勇力，並他怎樣爭戰，不都寫在猶大列王記上嗎？
9527,列王紀上,11,22,46,就是約沙法將他父親亞撒在世所剩下效法所多瑪人的，都從國中除去了。
9528,列王紀上,11,22,47,那時以東沒有王，有總督治理。
9529,列王紀上,11,22,48,約沙法製造他施船隻，要往俄斐去，將金子運來；只是沒有去，因為船在以旬‧迦別破壞了。
9530,列王紀上,11,22,49,亞哈的兒子亞哈謝對約沙法說：「容我的僕人和你的僕人坐船同去吧！」約沙法卻不肯。
9531,列王紀上,11,22,50,約沙法與列祖同睡。葬在大衛城他列祖的墳地裏。他兒子約蘭接續他作王。
9532,列王紀上,11,22,51,猶大王約沙法十七年，亞哈的兒子亞哈謝在撒瑪利亞登基，作以色列王共二年。
9533,列王紀上,11,22,52,他行耶和華眼中看為惡的事，效法他的父母，又行尼八的兒子耶羅波安使以色列人陷在罪裏的事。
9534,列王紀上,11,22,53,他照他父親一切所行的，事奉敬拜巴力，惹耶和華─以色列上帝的怒氣。
9535,列王紀下,12,1,1,"亞哈死後，摩押背叛以色列。"
9536,列王紀下,12,1,2,亞哈謝在撒瑪利亞，一日從樓上的欄桿裏掉下來，就病了；於是差遣使者，對他們說：「你們去問以革倫的神巴力‧西卜，我這病能好不能好。」
9537,列王紀下,12,1,3,但耶和華的天使對提斯比人以利亞說：「你起來，去迎著撒瑪利亞王的使者，對他們說：『你們去問以革倫神巴力‧西卜，豈因以色列中沒有上帝嗎？』
9538,列王紀下,12,1,4,所以耶和華如此說：『你必不下你那所上的床，倒定要死。』」以利亞就去了。
9539,列王紀下,12,1,5,使者回來見王，王問他們說：「你們為甚麼回來呢？」
9540,列王紀下,12,1,6,使者回答說：「有一個人迎著我們來，對我們說：『你們回去見差你們來的王，對他說：耶和華如此說，你差人去問以革倫神巴力‧西卜，豈因以色列中沒有上帝嗎？所以你必不下所上的床，必定要死。』」
9541,列王紀下,12,1,7,王問他們說：「迎著你們來告訴你們這些話的，是怎樣的人？」
9542,列王紀下,12,1,8,回答說：「他身穿毛衣，腰束皮帶。」王說：「這必是提斯比人以利亞。」
9543,列王紀下,12,1,9,於是，王差遣五十夫長，帶領五十人去見以利亞。他就上到以利亞那裏；見以利亞正坐在山頂上。五十夫長對他說：「你這上帝的人哪，王說：『你下來。』」
9544,列王紀下,12,1,10,以利亞回答五十夫長說：「我若是上帝的人，願火從天上降下來，燒滅你和你那五十人。」於是有火從天上降下來，燒滅五十夫長和他那五十人。
9545,列王紀下,12,1,11,王又差遣一個五十夫長，帶領五十人去見以利亞。五十夫長對以利亞回答說：「上帝的人哪，王如此說：『你快快下來。』」
9546,列王紀下,12,1,12,以利亞回答他們說：「我若是上帝的人，願火從天上降下來，燒滅你和你那五十人。」於是上帝的火從天上降下來，燒滅五十夫長和他那五十人。
9547,列王紀下,12,1,13,王第三次差遣一個五十夫長，帶領五十人去。這五十夫長上去，雙膝跪在以利亞面前，哀求他說：「上帝的人哪，願我的性命和你這五十個僕人的性命在你眼前看為寶貴！
9548,列王紀下,12,1,14,看哪，已經有火從天上降下來，燒滅前兩次來的五十夫長和他們各自帶的五十人；現在願我的性命在你眼前看為寶貴。」
9549,列王紀下,12,1,15,耶和華的天使對以利亞說：「你同著他下去，不要怕他！」以利亞就起來，同著他下去見王，
9550,列王紀下,12,1,16,對王說：耶和華如此說：「『你差人去問以革倫神巴力‧西卜，豈因以色列中沒有上帝可以求問嗎？所以你必不下離那所上的床，倒定要死。』」
9551,列王紀下,12,1,17,亞哈謝果然死了，正如耶和華藉以利亞所說的話。因他沒有兒子，他兄弟約蘭接續他作王，正在猶大王約沙法的兒子約蘭第二年。
9552,列王紀下,12,1,18,亞哈謝其餘所行的事，不都寫在以色列諸王記上嗎？
9553,列王紀下,12,2,1,耶和華要用旋風接以利亞升天的時候，以利亞與以利沙從吉甲前往。
9554,列王紀下,12,2,2,以利亞對以利沙說：「耶和華差我往伯‧特利去，你可以在這裏等候。」以利沙說：「我指著永生的耶和華，又在你面前起誓，我必不離開你。」於是二人下到伯‧特利。
9555,列王紀下,12,2,3,住伯‧特利的先知門徒出來見以利沙，對他說：「耶和華今日要接你的師傅離開你，你知道不知道？」他說：「我知道，你們不要作聲。」
9556,列王紀下,12,2,4,以利亞對以利沙說：「因耶和華差遣我往耶利哥去，你可以在這裏等候。」以利沙說：「我指著永生的耶和華和你的性命起誓，我必不離開你。」於是二人到了耶利哥。
9557,列王紀下,12,2,5,住耶利哥的先知門徒就近以利沙，對他說：「耶和華今日要接你的師傅離開你，你知道不知道？」他說：「我知道，你們不要作聲。」
9558,列王紀下,12,2,6,以利亞對以利沙說：「耶和華差遣我往約旦河去，你可以在這裏等候。」以利沙說：「我指著永生的耶和華，又在你面前起誓，我必不離開你。」於是二人一同前往。
9559,列王紀下,12,2,7,有先知門徒去了五十人，遠遠地站著觀看；二人在約旦河邊站住。
9560,列王紀下,12,2,8,以利亞將自己的外衣捲起來，用以打水，水就左右分開，二人走乾地而過。
9561,列王紀下,12,2,9,過去之後，以利亞對以利沙說：「我未曾被接去離開你，你要我為你作甚麼，只管求我。」以利沙說：「願你的靈雙倍地臨到我。」
9562,列王紀下,12,2,10,以利亞說：「你所求的難得。雖然如此，我被接去離開你的時候，你若看見我，就必得著；不然，必得不著了。」
9563,列王紀下,12,2,11,他們正走著說話，忽有火車火馬將二人隔開，以利亞就乘旋風升天去了。
9564,列王紀下,12,2,12,以利沙看見，就呼叫說：「我父啊！我父啊！以色列的戰車馬兵啊！」以後不再見他了。於是以利沙把自己的衣服撕為兩片。
9565,列王紀下,12,2,13,他拾起以利亞身上掉下來的外衣，回去站在約旦河邊。
9566,列王紀下,12,2,14,他用以利亞身上掉下來的外衣打水，說：「耶和華─以利亞的上帝在哪裏呢？」打水之後，水也左右分開，以利沙就過來了。
9567,列王紀下,12,2,15,住耶利哥的先知門徒舉目看見他，就說：「以利亞的靈臨到以利沙了。」他們就來迎接他，在他面前屈身於地。
9568,列王紀下,12,2,16,對他說：「現在請看，僕人們這裏有五十個壯士，求你容他們去尋找你師傅，或者耶和華的靈將他提起來，投在某山某穀。」以利沙說：「你們不必打發人去。」
9569,列王紀下,12,2,17,他們再三催促他，他難以推辭，就說：「你們打發人去吧！」他們便打發五十人去，尋找了三天，也沒有找著。
9570,列王紀下,12,2,18,（以利沙仍然在耶利哥等候，）他們回到他那裏，他對他們說：「我豈沒有告訴你們不必去嗎？」
9571,列王紀下,12,2,19,耶利哥城的人對以利沙說：「請看這城的地勢美好，我主看見了；只是水惡劣，地土生不出土產。」
9572,列王紀下,12,2,20,以利沙說：「你們拿一個新瓶來，裝鹽給我」；他們就拿來給他。
9573,列王紀下,12,2,21,他出到水源，將鹽倒在水中，說：「耶和華如此說：『我治好了這水，從此必不再使人死，也不再使地土生不出土產。』」
9574,列王紀下,12,2,22,於是那水治好了，直到今日，正如以利沙所說的。
9575,列王紀下,12,2,23,以利沙從那裏上伯‧特利去，正沿路上去的時候，有些童子從城裏出來，戲笑他說：「禿頭的上去吧！禿頭的上去吧！」
9576,列王紀下,12,2,24,他回頭看見，就奉耶和華的名咒詛他們。於是有兩個母熊從林中出來，撕裂他們中間四十二個童子。
9577,列王紀下,12,2,25,以利沙從伯‧特利上迦密山，又從迦密山回到撒瑪利亞。
9578,列王紀下,12,3,1,猶大王約沙法十八年，亞哈的兒子約蘭在撒瑪利亞登基作了以色列王十二年。
9579,列王紀下,12,3,2,他行耶和華眼中看為惡的事，但不至像他父母所行的，因為除掉他父所造巴力的像。
9580,列王紀下,12,3,3,然而，他貼近尼八的兒子耶羅波安使以色列人陷在罪裏的那罪，總不離開。
9581,列王紀下,12,3,4,摩押王米沙牧養許多羊，每年將十萬綿羊羔的毛和十萬公綿羊的毛給以色列王進貢。
9582,列王紀下,12,3,5,亞哈死後，摩押王背叛以色列王。
9583,列王紀下,12,3,6,那時約蘭王出撒瑪利亞，數點以色列眾人。
9584,列王紀下,12,3,7,前行的時候，差人去見猶大王約沙法，說：「摩押王背叛我，你肯同我去攻打摩押嗎？」他說：「我肯上去，你我不分彼此，我的民與你的民一樣，我的馬與你的馬一樣。」
9585,列王紀下,12,3,8,約蘭說：「我們從哪條路上去呢？」回答說：「從以東曠野的路上去。」
9586,列王紀下,12,3,9,於是，以色列王和猶大王，並以東王，都一同去繞行七日的路程；軍隊和所帶的牲畜沒有水喝。
9587,列王紀下,12,3,10,以色列王說：「哀哉！耶和華招聚我們這三王，乃要交在摩押人的手裏！」
9588,列王紀下,12,3,11,約沙法說：「這裏不是有耶和華的先知嗎？我們可以託他求問耶和華。」以色列王的一個臣子回答說：「這裏有沙法的兒子以利沙，就是倒水在以利亞手上的。」
9589,列王紀下,12,3,12,約沙法說：「他必有耶和華的話。」於是以色列王和約沙法，並以東王都下去見他。
9590,列王紀下,12,3,13,以利沙對以色列王說：「我與你何幹？去問你父親的先知和你母親的先知吧！」以色列王對他說：「不要這樣說，耶和華招聚我們這三王，乃要交在摩押人的手裏。」
9591,列王紀下,12,3,14,以利沙說：「我指著所事奉永生的大軍之耶和華起誓，我若不看猶大王約沙法的情面，必不理你，不顧你。
9592,列王紀下,12,3,15,只是現在你們給我找一個樂手來。」樂手奏樂的時候，耶和華的手就臨到以利沙身上。
9593,列王紀下,12,3,16,他便說：「耶和華如此說：『你們要在這谷中滿處挖阱；
9594,列王紀下,12,3,17,因為耶和華如此說：你們雖不見風，不見雨，這谷必滿了水，使你們和牲畜有水喝。』
9595,列王紀下,12,3,18,在耶和華眼中這還算為小事，他也必將摩押人交在你們手中。
9596,列王紀下,12,3,19,你們必攻破一切堅城美邑，砍伐各種佳樹，塞住一切水泉，用石頭糟踏一切美田。」
9597,列王紀下,12,3,20,次日早晨，獻過了素祭以後，見有水從以東而來，遍地就滿了水。
9598,列王紀下,12,3,21,摩押眾人聽見這三王上來要與他們爭戰，凡能頂盔貫甲的，無論老少，盡都聚集站在邊界上。
9599,列王紀下,12,3,22,次日早晨，日光照在水上，摩押人起來，看見對面水紅如血，
9600,列王紀下,12,3,23,就說：「這是血啊！必是三王互相擊殺，俱都滅亡。摩押人哪，我們現在去搶奪財物吧！」
9601,列王紀下,12,3,24,摩押人到了以色列營，以色列人就起來攻打他們，以致他們在以色列人面前逃跑。以色列人往前追殺摩押人，直殺入摩押的境內，
9602,列王紀下,12,3,25,拆毀摩押的城邑，各人拋石填滿一切美田，塞住一切水泉，砍伐各種佳樹，只剩下吉珥‧哈列設的石牆；甩石的兵在四圍攻打那城。
9603,列王紀下,12,3,26,摩押王見陣勢甚大，難以對敵，就率領七百拿刀的兵，要衝過陣去到以東王那裏，卻是不能；
9604,列王紀下,12,3,27,便將那應當接續他作王的長子，在城上獻為燔祭。以色列人遭遇大怒，於是三王離開摩押王，各回本國去了。
9605,列王紀下,12,4,1,有一個先知門徒的妻哀求以利沙說：「你僕人─我丈夫死了，他敬畏耶和華是你所知道的。現在有債主來，要取我兩個兒子作奴僕。」
9606,列王紀下,12,4,2,以利沙問她說：「我可以為你作甚麼呢？你告訴我，你家裏有甚麼？」她說：「婢女家中除了一瓶油之外，沒有甚麼。」
9607,列王紀下,12,4,3,以利沙說：「你去，向你眾鄰舍借空器皿，不要少借；
9608,列王紀下,12,4,4,回到家裏，關上門，你和你兒子在裏面將油倒在所有的器皿裏，倒滿了的放在一邊。」
9609,列王紀下,12,4,5,於是，婦人離開以利沙去了，關上門，自己和兒子在裏面；兒子把器皿拿來，她就倒油。
9610,列王紀下,12,4,6,器皿都滿了，她對兒子說：「再給我拿器皿來。」兒子說：「再沒有器皿了。」油就止住了。
9611,列王紀下,12,4,7,婦人去告訴上帝的人，上帝的人說：「你去賣油還債，所剩的你和你兒子可以靠著度日。」
9612,列王紀下,12,4,8,一日，以利沙走到書念，在那裏有一個大戶的婦人強留他吃飯。此後，以利沙每從那裏經過就進去吃飯。
9613,列王紀下,12,4,9,婦人對丈夫說：「看哪，如今我看出那常從我們這裏經過的是聖潔的上帝的人。
9614,列王紀下,12,4,10,我們可以為他在牆上蓋一間小樓，在其中安放床榻、桌子、椅子、燭臺，他來到我們這裏，就可以住在其間。」
9615,列王紀下,12,4,11,一日，以利沙來到那裏，就進了那樓躺臥。
9616,列王紀下,12,4,12,以利沙對他僕人基哈西說：「你叫這書念婦人來。」他就把婦人叫了來，婦人站在以利沙面前。
9617,列王紀下,12,4,13,以利沙對僕人說：「你對她說：『看哪，你既為我們費了許多心思；可以為你作甚麼呢？你向王或元帥有所求的沒有？』」她回答說：「我住在自己百姓中間。」
9618,列王紀下,12,4,14,以利沙對僕人說：「究竟當為她作甚麼呢？」基哈西回答說：「她必是沒有兒女，她丈夫也老了。」
9619,列王紀下,12,4,15,以利沙說：「再叫她來。」於是叫了她來，她就站在門口。
9620,列王紀下,12,4,16,以利沙說：「明年到這時候，你必抱一個兒子。」她說：「上帝的人，我主啊，不要那樣欺哄婢女。」
9621,列王紀下,12,4,17,婦人果然懷孕，到了那時候，生了一個兒子，正如以利沙所說的。
9622,列王紀下,12,4,18,孩子漸漸長大，一日到他父親和收割的人那裏，
9623,列王紀下,12,4,19,他對父親說：「我的頭啊，我的頭啊！」他父親對童子說：「把他抱到他母親那裏。」
9624,列王紀下,12,4,20,童子抱去，交給他母親；孩子坐在母親的膝上，到正午就死了。
9625,列王紀下,12,4,21,他母親抱他上了樓，將他放在上帝的人的床上，關上門出來，
9626,列王紀下,12,4,22,呼叫她丈夫說：「求你叫一個少年人給我牽一匹驢來，我要快快地去見上帝的人，就回來。」
9627,列王紀下,12,4,23,丈夫說：「今日不是月朔，也不是安息日，你為何要去見他呢？」婦人說：「平安無事。」
9628,列王紀下,12,4,24,於是她備上驢，對她僕人說：「你快快趕著走，我若不吩咐你，就不要遲慢。」
9629,列王紀下,12,4,25,婦人就往迦密山去見上帝的人。上帝的人遠遠地看見她，對僕人基哈西說：「看哪，書念的婦人來了！
9630,列王紀下,12,4,26,請你跑去迎接她，問她說：你平安嗎？你丈夫平安嗎？孩子平安嗎？」她說：「平安。」
9631,列王紀下,12,4,27,婦人上了山，到上帝的人那裏，就抱住上帝的人的腳。基哈西前來要推開她，上帝的人說：「由她吧！因為她心裏愁苦，耶和華向我隱瞞，沒有指示我。」
9632,列王紀下,12,4,28,婦人說：「我何嘗向我主求過兒子呢？我豈沒有說過，不要欺哄我嗎？」
9633,列王紀下,12,4,29,以利沙對基哈西說：「你束上腰，手拿我的杖前去。若遇見人，不要向他問安；人若向你問安，也不要回答。要把我的杖放在孩子臉上。」
